comment,sentiment
❤️,positive
🔥❤️,positive
Love love love 😍😍😍,positive
👏👏👏,positive
❤️🙌,positive
🫶🏻,neutral
🖤,neutral
😍😍😍,positive
❤️❤️🔥🔥,positive
"Váš eshop na Slovensku je nefunkčný, nie je umožnené vrátiť tovar z domu aj keď som registrovaný zákazník. Na vašej stránke nie je žiadna emailová ani telefonická podpora . . .Som z toho sklamaná",negative
🫂🫂🫂,positive
.collection,neutral
💯,positive
Un saco de patatas y unos pantalones pequeños,negative
Eso estuvo hecho con Inteligencia artificial,neutral
Alguien que vista de mercerías Toñi? Alguien?,neutral
Gekko???,neutral
Eminem Ali exprés,neutral
No,negative
Eñinem,neutral
Ir a mercer no hace a pb urbano lol,neutral
Joder con el spam,negative
😍😍😍,positive
Cooll,neutral
😍😍,positive
🤍🤍🤍,neutral
🔥🔥🔥❤️,positive
👏,positive
🇵🇸,neutral
Dale a la chiquilla algo de comer🙏,neutral
"Precioso conjunto pero no utilicéis modelos con cuerpos anoréxicos, no dar ejemplo de cuerpo sano porque no lo es, las niñas lo cogen como ejemplo y  por eso existe el TCA, por favor no normaliceis este tipo de cuerpos anoréxicos AAAAA",negative
A la moda way,positive
 si ma non si trova sul sito ….,neutral
😍,positive
Stunning 😍🙌,positive
Very nice 😍😍😍,positive
😍,positive
🔥🔥❤️❤️,positive
🌊🌊🌊,neutral
Tu as pas beaucoup de poitrine la tu est Belle 😍,positive
سلام👋👋پخش عمده پوشاک احراجات FRESHو کالکشن از برند های zara/breshka/mango/pull&bear/fb sister/shein و...ممنون میشم پیج مارو دنبال و حمایت کنید 😍😍 🚀🚀ارسال از مبدا تهران به سراسر ایران,positive
Size indirim gelecek diye kod gönderiyorsunuz kodunuz aktif bile değil size yazıyorum aktifleştirin diye onu bile yapmıyorsunuz   a yakısıyormu bu tutum acaba,negative
 icon,neutral
 how to cancel my order,neutral
Qué bonito el vestido,positive
Love this dress 😍😍,positive
اراده کنی کفته😉,neutral
Ready for summer😍😍,positive
Stunning 🔥🙌,positive
"Como pode uma encomenda feita e paga dentro de uma loja em Lisboa, ser recusada após o PAGAMENTO???",negative
Referencia collar?,neutral
❤❤,positive
Lo está disponible en otros colores también?,neutral
🌷🌷🌷,positive
😍👏🔥,positive
👏👏🔥🔥❤️,positive
🔥🔥🔥🔥,positive
Banale,negative
"Is this a scam site with  mil followers? Everyone says its a scam, they never get the order and bad customer service",negative
Le scarpe nere,neutral
..,neutral
 sponsor me pls,neutral
 ,neutral
❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,positive
Hard 🔥🔥🙌,positive
me gusta👏🏻,positive
Heyy pull and bear 👋🏻,neutral
🚀,neutral
Lit 🔥,positive
Cuál es la ref. del pantalón?,neutral
La référence du tee-shirt ?,neutral
🔥,positive
😍😍😍,positive
Codice maglia??,neutral
Referencia de la camiseta gris,neutral
👌🏻,positive
🔥🔥,positive
Blocked ✅🇵🇸🇵🇸🇵🇸,neutral
Justice for Uyghurs,neutral
All eyes on Rafah🇵🇸🇵🇸🇵🇸,neutral
Ni para carnaval me pongo esos pantalones. feísimos,negative
Cada vez la ropa más fea,negative
Vaya payaso,negative
 the jorst are also from pull?,neutral
" attention à vos achat sur le site,les prix ne sont pas identique avec le prix indiqué sur l’étiquette",neutral
Love it ❤️❤️❤️,positive
La de la segunda foto 😍,positive
Free Palestine 🙌🙌🇵🇸🇵🇸,neutral
I am obsessed with the skirt ❤️,positive
"Хахаха недавно только эту юбку купила ,pull&bear вы лучшие ❤️😍",positive
Love this 😍,positive
"Would be great if you actually read a customers email about an issue instead of just responding to it with something that doesn’t help. Parcel still lost, money still lost. Wonderful.",negative
🤍🤍🤍,positive
Kotzschlechter Kundenservice!,negative
😍😍😍👏,positive
❤️❤️,positive
Sublime 🔥🙌,positive
😍😍😍😍😍,positive
❤️❤️❤️,positive
😍😍,positive
💚💚💚,positive
All eyes on Rafah🇵🇸🇵🇸🇵🇸🍉🍉,neutral
🇵🇸,neutral
Que crack 👏🏻👏🏻 ,positive
 🔥❤️,positive
Mood vibes 👏🔥,positive
😍🔥🏄‍♀️🏄‍♀️,positive
"NO COMPREN   Me han robado, y lo aceptan, su servicio al cliente me dice que no me ponga en contacto ya pues solo atrasan mi caso si pregunto por él, ES ABSURDO! Son una estafa total la empresa  ME DEBEN $, MXN 🚨  Y no estoy exagerando pero ya no hay manera más para proceder, estoy ya con demanda legal y por estos medios para evitar que demás gente caiga en esta ESTAFA",negative
🔥😍,positive
💯,positive
Free Palestine,neutral
 home best herbal practitioner I have ever met due to my health issue you still let me believe that herbs works curing HSV,neutral
Me encanta el vídeo 👏,positive
will be happy to shelter this bomb✨ in Belarusian stores,neutral
😍😍😍,positive
perfect,positive
Nice bag 🙌🔥,positive
👏👏,positive
🔥,positive
first ❤️,positive
❤️❤️🔥🔥,positive
Love it ! 🖤🤍,positive
😍❤️❤️❤️❤️,positive
Free Palestine 🇵🇸🇵🇸🇵🇸,neutral
"NO COMPREN   Me han robado, y lo aceptan, su servicio al cliente me dice que no me ponga en contacto ya pues solo atrasan mi caso si pregunto por él, ES ABSURDO! Son una estafa total la empresa  ME DEBEN $, MXN 🚨  Y no estoy exagerando pero ya no hay manera más para proceder, estoy ya con demanda legal y por estos medios para evitar que demás gente caiga en esta ESTAFA",negative
Who win????🌺,neutral
🌺,neutral
🌺,neutral
.ova 🙌🏼,neutral
🌺 ,neutral
🌺,neutral
🌺 ,neutral
. 😍🔥,positive
🌺 ,neutral
 🌺,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺  TIA,neutral
 🌺,neutral
🌺 ,neutral
 🌺,neutral
.mura,neutral
🌺 ,neutral
🌺,neutral
 🌺,neutral
 🌺,neutral
 🌺,neutral
🌺,neutral
.electrictattoo,neutral
 🌺,neutral
 🌺,neutral
🌺 ,neutral
🌺 ,neutral
 🌺,neutral
 🌺,neutral
 🌺,neutral
🌺 ,neutral
 🌺,neutral
 🌺,neutral
 🌺,neutral
 🌺,neutral
.ma 🌺,neutral
 vamos a ganar,neutral
 🌺,neutral
 🌺,neutral
 🌺,neutral
.gekke.sogni,neutral
🌺 ,neutral
🌺,neutral
🌺 ,neutral
🌺  🤪,neutral
🌺 ,neutral
 🤪🤪🤪,neutral
🌺.reiiissss._,neutral
🌺 .wari_,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 .pinto,neutral
🌺 ,neutral
🌺 ,neutral
🌺,neutral
🌺 .miha,neutral
🌺 .debortoli,neutral
🌺  🙌,neutral
🌺 .co,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺,neutral
 vamos el viernes de tranquis a ver a la twinka,neutral
🌺 ,neutral
🌺🌺🌺  🌺🌺🌺,positive
🌺🌺🌺 ,positive
🌺🌺🌺  🌺🌺🌺,positive
🌺 .mari.rito._,neutral
🌺 ,neutral
🌺 ,neutral
🌺 .mestres,neutral
🌺 ,neutral
🌺 .ed,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
 🌺,neutral
🌺,neutral
🌺,neutral
🌺,neutral
🌺,neutral
🌺,neutral
🌺,neutral
🌺🌺🌺🌺🌺,positive
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺,neutral
🌺,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 .,neutral
🌺 ._,neutral
🌺 ,neutral
🌺 ,neutral
🌺,neutral
🌺 ,neutral
🌺 ,neutral
🌺,neutral
🌺 ,neutral
🌺 . vamos?,neutral
🌺  ,neutral
.g.a 🌺,neutral
 🌺,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
🌺 ,neutral
cuando una colección de one direction??,neutral
When are you gonna make actually inclusive sizing?,neutral
😍😍😍,positive
pink😍,positive
"&Bear,ati rezolvat problema discriminări în magazinele voastre?Vorbesc în mod special de România.",neutral
"I made a purchase through the website that was supposed to be delivered to the store on May , but it hasnt been delivered yet and I havent received any response via e-mail to find out when it will arrive.",negative
🎀💘,positive
Stunning 😍😍🔥,positive
love 😍💓,positive
😻,positive
💝,positive
🔥🔥,positive
"The seams of the clothes are terrible, lately the stitching of the over machine has come out very bad and make the clothes tear, I am paying a price for quality clothes and it is not possible for these things to happen.",negative
"NO COMPREN 🐀  Me deben un dinero, no se hacen cargo, ya tengo más de  días así, solo me dan largas diciendo que ya le dieron prioridad a mi caso cuando no es así, PÉSIMA ATENCIÓN AL CLIENTE Y EMPRESA   Hasta el momento he sido robado, no le dan ninguna prioridad al cliente en su trato ni compresión, CERO RECOMENDADO ESTÁ PAGINA",negative
"NO COMPREN 🐀  Me deben un dinero, no se hacen cargo, ya tengo más de  días así, solo me dan largas diciendo que ya le dieron prioridad a mi caso cuando no es así, PÉSIMA ATENCIÓN AL CLIENTE Y EMPRESA   Hasta el momento he sido robado, no le dan ninguna prioridad al cliente en su trato ni compresión, CERO RECOMENDADO ESTÁ PAGINA",negative
I’M RUNNING TO PULL,neutral
 are you restocking the leather knee-high country style boots anytime soon? <,neutral
 ❤️,positive
Amooo❤️❤️❤️❤️,positive
😍😍😍😍😍😍😍😍 the jean shorts and tube top😍,positive
Vibes anos ,neutral
Us using the Google search bar to shop all things Hello Kitty .. 🤭💖,positive
Great 🔥🙌❤️,positive
Stunning 😍,positive
💞,positive
Precio chaqueta??,neutral
the pink denim 👏🔥,positive
❤️,positive
Taş taş off🤤🤤🤤,neutral
 mesajlara bakar mısınız?,neutral
in love with this dress 🤎⭐️,positive
"I made a purchase through the website that was supposed to be delivered to the store on May , but it hasnt been delivered yet and I havent received any response via e-mail to find out when it will arrive.",negative
Fire 🔥 👏,positive
puuu I need it 😍,positive
Queen 🙌🔥,positive
restock S please!!! I want to buy It 😢,negative
Can‘t find it(,negative
משוך ודוב,neutral
I did no receive my pickup code and my order is stuck at a locker. Nobody is helping!!,negative
🔥,positive
Ff,neutral
😍😍😍,positive
😍🔥❤️,positive
at least in Spain,neutral
"Why don‘t you pay the refund, when your delivery is lost?",negative
"You didn’t return my money of the order that I returned for about a month , you didn’t request to my problem!!",negative
Can y’all bring the metallic sneakers back in stock please?!,neutral
"LEYENDO COMENTARIOS A TODOS NOS PASA LO MISMO, no se están haciendo cargo de los reembolsos. Me deben dinero, prácticamente me han robado, y no se hacen cargo, manden inbox para poder hacer una demanda colectiva con PROFECO Procuraduría Federal del Consumidor.   Una lástima y encima dando siempre las mismas excusas, ellos mismos admiten que reciben altos números de solicitudes diariamente, por lo mismo, por que no atienden a nadie 🐀🐀🐀",negative
just checked the app and only XL and L available😢🫣😕 ,negative
Pero han vuelto a poner el vestido para España? No encuentro la S 😭😭,negative
Va a estar disponible en Colombia?,neutral
🙌,positive
mükemmel görünüyorr,positive
We love the pattern 🐆,positive
Is this restocking in aus? Patiently waiting 🥹,neutral
😍,positive
😍🔥❤️Nice🔥🔥,positive
Are they going to be in stock in Turkey? Ive been waiting for it for weeks 😢,negative
Clean 🙌🔥,positive
Dm’d you!,neutral
yess 🔥,positive
پرفکت 🔥😍,positive
😍😍😍😍,positive
Are they gonna be in stock in Mexico ?,neutral
Customer support is awful. I’ve been trying to resolve a problem created by THEIR SYSTEM for  hours and I only receive short replies - THE SAME replies over and over again. They refuse to assist or compensate me for their error. Expected more from this brand.,negative
"LEYENDO COMENTARIOS A TODOS NOS PASA LO MISMO, no se están haciendo cargo de los reembolsos. Me deben dinero, prácticamente me han robado, y no se hacen cargo, manden inbox para poder hacer una demanda colectiva con PROFECO Procuraduría Federal del Consumidor.   Una lástima y encima dando siempre las mismas excusas, ellos mismos admiten que reciben altos números de solicitudes diariamente, por lo mismo, por que no atienden a nadie 🐀🐀🐀",negative
Que chonaco 🥲,neutral
.ilse hier hebben ze ook zo’n broek!!😍,positive
" que vuelvan las canciones de indie, pop, rock a las tiendas P&B, ¡por favor! Desde hace unos días, sólo sale música pop y electrónica, cuando P&B se ha caracterizado siempre por su modo rockero 🤟",neutral
 high waist????,neutral
Show 👏,positive
Cual es el tercer panatalon?,neutral
🥇,positive
It’s strong 🔥🙌,positive
çok güzelll,positive
Customer support is awful. I’ve been trying to resolve a problem created by THEIR SYSTEM for  hours and I only receive short replies - THE SAME replies over and over again. They refuse to assist or compensate me for their error. Expected more from this brand.,negative
which one is your fav? 🧍‍♂️,neutral
Handsome 😍,positive
Nueva seguidora ❤️,positive
Küpe,neutral
Podríais decir las referencias de la ropa usada? Para España,neutral
Pull and bleAr küpe,neutral
"HÁGANSE CARGO! No me han resuelto, les recomiendo no comprar, el servicio de atención al cliente, los supuestos “agentes” no dejan de darme las mismas respuestas de siempre, parecen bots de igual manera. No era la primera vez que compraba con ustedes pero si será la última, pésima empresa y la manera en que tratan a sus clientes.",negative
